u,v,key,birds,birds_per_m
1612918070,792948,0,1.0,0.01769786209825853
1612918070,1612918072,0,1.0,0.04203623523477237
1668974748,1612869261,0,1.0,0.1076194575979337
1668974748,792948,0,1.0,0.13867702121758424
792949,390081016,0,1.0,0.07132158904500392
792949,1668958503,0,1.0,0.15384615384615385
390081016,1605545632,0,1.0,0.06357279084551812
390081016,1612869243,0,2.0,0.03754035588257376
1668958503,5396507374,0,1.0,0.02524997475002525
1668958503,1668958478,0,1.0,0.0675401864109145
793086,791969,0,0.0,0.0
793086,11546596755,0,0.0,0.0
793086,1638366546,0,0.0,0.0
11546596755,833414477,0,0.0,0.0
11546596755,793086,0,0.0,0.0
1638366546,1640278931,0,0.0,0.0
1638366546,793086,0,0.0,0.0
1638366546,1638377381,0,0.0,0.0
26630865,26630866,0,0.0,0.0
26630865,8148575,0,0.0,0.0
26630865,793087,0,0.0,0.0
793088,26630873,0,2.0,0.12245897624295861
793088,25256981,0,1.0,0.036532349395389616
793088,3830697705,0,1.0,0.028871694191015127
26630873,8136354,0,2.0,0.024300450773361848
26630873,1633962154,0,2.0,0.07229351165732875
26630873,25256979,0,2.0,0.026705835224996668
3830697705,25256987,0,1.0,0.07883326763894363
3830697705,793088,0,1.0,0.028871694191015127
3830697705,8136352,0,0.0,0.0
793090,257936311,0,13.0,0.3628244487859336
793090,1621354606,0,16.0,0.34345819469786415
793090,1621332206,0,12.0,0.2286236854138089
257936311,1597491100,0,3.0,1.7261219792865363
257936311,793090,0,13.0,0.3628244487859336
257936311,1621358282,0,14.0,0.0777311390943212
1621354606,1621354614,0,6.0,0.46235647684364645
1621354606,793090,0,16.0,0.34345819469786415
1621354606,1621351076,0,6.0,0.045419792431548596
1621332206,793090,0,12.0,0.22862368541380887
1621332206,1621332229,0,3.0,0.050526315789473676
1621332206,7786972,0,0.0,0.0
1621332206,1621332261,0,8.0,0.29532282476281885
1637781861,793091,0,0.0,0.0
1637781861,1637652643,0,1.0,0.0911244760342628
1637781861,1637781866,0,0.0,0.0
793092,1635048484,0,0.0,0.0
793092,793091,0,0.0,0.0
793092,1635048488,0,0.0,0.0
1635048488,1635043285,0,0.0,0.0
1635048488,793092,0,0.0,0.0
1635048488,1635048487,0,0.0,0.0
793259,1003079979,0,0.0,0.0
1003079979,1003079972,0,0.0,0.0
1003079979,1669909334,0,0.0,0.0
1003079979,576736,0,5.0,0.060567150800092055
793260,8205847,0,1.0,0.01541734759951898
793260,1616547156,0,2.0,0.033444816053511704
793260,4587737002,0,1.0,0.028468129928544996
793260,4587736998,0,1.0,0.02243409983174425
8205847,793260,0,1.0,0.01541734759951898
8205847,273218677,0,1.0,0.015165071806615004
1616547156,199215433,0,2.0,0.03397662408263115
1616547156,793260,0,2.0,0.033444816053511704
1616547156,1616547157,0,2.0,0.09645061728395062
4587737002,454563655,0,1.0,0.02034339653348523
4587737002,4587736998,0,1.0,0.01350621285791464
4587736998,10738149719,0,1.0,0.03235198964736331
4587736998,793260,0,1.0,0.02243409983174425
4587736998,4587737002,0,1.0,0.01350621285791464
793264,1663270123,0,1.0,0.02526209422761147
793264,1658822847,0,1.0,0.12484394506866417
793264,1663290979,0,1.0,0.04409948844593403
1663270123,1663270122,0,0.0,0.0
1663270123,1663270119,0,0.0,0.0
1658822847,1658822734,0,1.0,0.06360109393881574
1658822847,793264,0,1.0,0.12484394506866417
1658822847,1658822706,0,1.0,0.05452265416280464
1663290979,7915837916,0,1.0,0.10314595152140278
1663290979,793264,0,1.0,0.04409948844593403
1663290979,1663290967,0,1.0,0.01696295291084272
793265,1658822791,0,0.0,0.0
793265,1658822734,0,1.0,0.01529309211029378
793265,1753797350,0,0.0,0.0
793265,1658822780,0,0.0,0.0
1658822791,1632539690,0,0.0,0.0
1658822791,793265,0,0.0,0.0
1658822791,5328081480,0,0.0,0.0
1658822734,793265,0,1.0,0.01529309211029378
1658822734,1658822847,0,1.0,0.06360109393881574
1658822734,1658822752,0,1.0,0.03013228071232712
1753797350,7326981257,0,0.0,0.0
1753797350,793265,0,0.0,0.0
1753797350,1753797359,0,0.0,0.0
1658822780,793265,0,0.0,0.0
793267,1662637305,0,1.0,0.01740522853065061
793267,1658918051,0,1.0,0.028595939376608523
793267,1662637300,0,1.0,0.01950420315578007
793267,8078414,0,1.0,0.010127300163049533
1662637305,1662637307,0,0.0,0.0
1662637305,1662637307,1,0.0,0.0
1662637305,793267,0,1.0,0.01740522853065061
1658918051,1658918052,0,0.0,0.0
1658918051,793267,0,1.0,0.028595939376608523
1658918051,1658918079,0,0.0,0.0
1662637300,1667251562,0,2.0,0.09867285016527703
1662637300,1662637320,0,1.0,0.04593266271645767
1662637300,793267,0,1.0,0.01950420315578007
8078414,8078413,0,0.0,0.0
8078414,1658918074,0,0.0,0.0
8078414,793267,0,1.0,0.010127300163049533
8078414,387626422,0,0.0,0.0
793268,1667254213,0,1.0,0.031143916036002365
793268,1667251560,0,2.0,0.036898326660885924
793268,1667251586,0,1.0,0.17966223499820339
1667254213,1667254216,0,0.0,0.0
1667254213,793268,0,1.0,0.031143916036002365
1667254213,1667254209,0,0.0,0.0
1667251560,1667251585,0,1.0,0.04384426517011575
1667251560,1667251559,0,1.0,0.3239390994493035
1667251560,793268,0,2.0,0.036898326660885924
1667251586,793268,0,1.0,0.17966223499820339
1667251586,1667251564,0,1.0,0.04925623091321052
1667251586,1667251577,0,1.0,0.024889242869231918
793269,1662789944,0,2.0,0.035277723881255184
793269,1551833776,0,1.0,0.027692392899670463
793269,1667251558,0,1.0,0.02377555872563005
793269,24959341,0,1.0,0.014099599571372171
1662789944,1662789864,0,2.0,0.07212405337179949
1662789944,793269,0,2.0,0.035277723881255184
1662789944,1667251576,0,2.0,0.09686637283866906
1551833776,793269,0,1.0,0.027692392899670463
1551833776,1551833772,0,2.0,0.03554797198819807
1551833776,4212227636,0,1.0,0.05809562539940742
1667251558,793269,0,1.0,0.02377555872563005
1667251558,1667251575,0,0.0,0.0
1667251558,719464020,0,0.0,0.0
24959341,296366307,0,0.0,0.0
24959341,10938925,0,0.0,0.0
24959341,793269,0,1.0,0.014099599571372171
793273,1366703313,0,0.0,0.0
793273,793274,0,0.0,0.0
793273,10938908,0,1.0,0.006497936905032651
793273,2892577893,0,2.0,0.01490735081468672
1366703313,793273,0,0.0,0.0
1366703313,1662139800,0,0.0,0.0
1366703313,1366703133,0,2.0,0.008659395660776833
793274,1662139692,0,0.0,0.0
793274,9659397444,0,0.0,0.0
793274,18090396,0,0.0,0.0
793274,793273,0,0.0,0.0
10938908,10938910,0,0.0,0.0
10938908,793273,0,1.0,0.006497936905032651
2892577893,2892577896,0,1.0,0.06140243153628883
2892577893,18090357,0,1.0,0.007418287562499073
2892577893,793273,0,2.0,0.01490735081468672
1662139692,793274,0,0.0,0.0
9659397444,793274,0,0.0,0.0
9659397444,18090354,0,0.0,0.0
9659397444,9659397442,0,0.0,0.0
18090396,3190725171,0,0.0,0.0
18090396,793274,0,0.0,0.0
18090396,18090394,0,0.0,0.0
793277,8140222,0,0.0,0.0
793277,20930086,0,10.0,0.22031284423881917
793277,4550051762,0,1.0,0.017036936077415837
793277,8109952242,0,0.0,0.0
8140222,11805860779,0,0.0,0.0
8140222,8109952240,0,0.0,0.0
8140222,9452645828,0,0.0,0.0
8140222,793277,0,0.0,0.0
20930086,793277,0,10.0,0.2203128442388191
20930086,7512157735,0,47.0,1.5728532226758585
4550051762,9452645835,0,1.0,0.030649462101940108
4550051762,793277,0,1.0,0.017036936077415837
4550051762,9452645829,0,1.0,0.018297592036887945
8109952242,8109952241,0,0.0,0.0
8109952242,793277,0,0.0,0.0
8109952242,18090354,0,0.0,0.0
793278,2318157458,0,2.0,0.1958863858961802
793278,2318157454,0,3.0,0.04774713119320081
2318157458,3284701146,0,2.0,0.18308311973636032
2318157458,7878554387,0,3.0,0.24094450244960244
2318157458,7878554399,0,3.0,0.046012975659135875
2318157454,9452645835,0,1.0,0.045714285714285714
2318157454,2318157458,0,4.0,0.06204532410926182
793280,3296232064,0,0.0,0.0
793280,24996948,0,0.0,0.0
793280,24996953,0,0.0,0.0
3296232064,3761410708,0,0.0,0.0
3296232064,793280,0,0.0,0.0
3296232064,3296232098,0,0.0,0.0
24996948,9922330562,0,0.0,0.0
24996948,10595650904,0,0.0,0.0
24996948,793280,0,0.0,0.0
24996953,793280,0,0.0,0.0
24996953,2318157452,0,1.0,0.014214236979758925
24996953,24996915,0,0.0,0.0
793284,4927568097,0,0.0,0.0
793284,1277430347,0,0.0,0.0
4927568097,4927568092,0,0.0,0.0
1277430347,4927568093,0,0.0,0.0
1277430347,4927568095,0,0.0,0.0
793285,9151044917,0,1.0,0.12144765606023804
793285,1277430254,0,1.0,0.03525968759916787
793285,4927576659,0,1.0,0.009946685764303334
9151044917,298349453,0,1.0,0.017794544192750502
9151044917,793285,0,1.0,0.12144765606023804
9151044917,9151013615,0,1.0,0.021955824880340754
1277430254,18176424,0,0.0,0.0
1277430254,793285,0,1.0,0.03525968759916787
1277430254,1277430562,0,0.0,0.0
4927576659,1277430298,0,0.0,0.0
4927576659,18176445,0,0.0,0.0
4927576659,26489382,0,0.0,0.0
793289,1607361311,0,0.0,0.0
793289,457753210,0,0.0,0.0
793289,3288523973,0,0.0,0.0
1607361311,793289,0,0.0,0.0
1607361311,1607361320,0,0.0,0.0
1607361311,2190121062,0,0.0,0.0
457753210,793289,0,0.0,0.0
457753210,2206949056,0,0.0,0.0
457753210,1607361314,0,0.0,0.0
3288523973,793284,0,0.0,0.0
3288523973,793289,0,0.0,0.0
793290,793291,0,2.0,0.022316198212472525
793290,4550051764,0,0.0,0.0
793290,793278,0,1.0,0.012700509290422548
793291,9452645838,0,2.0,0.019959283062552395
793291,793290,0,2.0,0.022316198212472525
793291,793292,0,2.0,0.025617050708951882
4550051764,9452645836,0,0.0,0.0
4550051764,793290,0,0.0,0.0
4550051764,4550051766,0,0.0,0.0
9452645838,9452645841,0,0.0,0.0
9452645838,793291,0,2.0,0.019959283062552395
9452645838,9452645840,0,0.0,0.0
793292,8140224,0,0.0,0.0
793292,793291,0,2.0,0.025617050708951882
793292,1670811591,0,0.0,0.0
8140224,793292,0,0.0,0.0
8140224,3452865935,0,0.0,0.0
8140224,9095774208,0,0.0,0.0
1670811591,8140224,0,0.0,0.0
1670811591,24996952,0,0.0,0.0
793293,8140227,0,0.0,0.0
793293,1158009571,0,0.0,0.0
793293,8140229,0,0.0,0.0
793293,8140225,0,0.0,0.0
8140227,3090349573,0,0.0,0.0
8140227,793293,0,0.0,0.0
8140227,8140228,0,0.0,0.0
8140227,8140226,0,0.0,0.0
1158009571,3194196849,0,0.0,0.0
1158009571,793293,0,0.0,0.0
1158009571,1158009572,0,0.0,0.0
8140229,5275071572,0,0.0,0.0
8140229,380755080,0,0.0,0.0
8140229,793293,0,0.0,0.0
8140225,10127659558,0,0.0,0.0
8140225,793293,0,0.0,0.0
8140225,9095774208,0,0.0,0.0
793294,8086170,0,0.0,0.0
793294,284148067,0,0.0,0.0
793294,8140230,0,0.0,0.0
793294,380755080,0,0.0,0.0
8086170,8140231,0,0.0,0.0
8086170,8140228,0,0.0,0.0
8086170,4731304530,0,0.0,0.0
8086170,793294,0,0.0,0.0
284148067,284148155,0,0.0,0.0
284148067,345824873,0,0.0,0.0
284148067,793294,0,0.0,0.0
8140230,4731304532,0,0.0,0.0
8140230,345824914,0,0.0,0.0
8140230,793294,0,0.0,0.0
380755080,8140228,0,0.0,0.0
380755080,8140229,0,0.0,0.0
380755080,793294,0,0.0,0.0
793295,284148066,0,0.0,0.0
793295,323043465,0,0.0,0.0
793295,3191883643,0,0.0,0.0
793295,5320816283,0,1.0,0.008121233777835529
284148066,793295,0,0.0,0.0
284148066,7917625033,0,0.0,0.0
284148066,2583448439,0,0.0,0.0
284148066,346387141,0,0.0,0.0
323043465,793295,0,0.0,0.0
323043465,323044507,0,0.0,0.0
323043465,664688360,0,0.0,0.0
3191883643,3191883644,0,0.0,0.0
3191883643,793295,0,0.0,0.0
3191883643,8140232,0,0.0,0.0
5320816283,403823645,0,1.0,0.15855398763278897
5320816283,5320816286,0,1.0,0.011140323514994875
5320816283,793295,0,1.0,0.008121233777835529
806897,7456869362,0,3.0,0.07202362374858953
806897,10083482311,0,3.0,0.1131648434552999
806897,1527913083,0,3.0,0.03478744868851318
806897,1555761147,0,3.0,0.02291230696381383
7456869362,3677265538,0,3.0,0.12310217480508821
7456869362,6499281750,0,3.0,0.10489143736232999
7456869362,806897,0,3.0,0.07202362374858955
7456869362,6370760177,0,3.0,0.046698421593350144
10083482311,7456869359,0,2.0,0.04224043254202923
10083482311,806897,0,3.0,0.1131648434552999
10083482311,2450500834,0,2.0,0.03772161448509997
1527913083,267042026,0,0.0,0.0
1527913083,1527932244,0,0.0,0.0
1527913083,806897,0,3.0,0.03478744868851318
1555761147,806897,0,3.0,0.02291230696381383
1555761147,1527932247,0,0.0,0.0
1555761147,7676422842,0,0.0,0.0
814155,1637789879,0,0.0,0.0
814155,1637652615,0,1.0,0.06329113924050632
1637789879,1637789882,0,0.0,0.0
1637789879,814155,0,0.0,0.0
1637789879,1637789874,0,1.0,0.04435770049680624
1637652615,814155,0,1.0,0.06329113924050632
1637652615,1638030892,0,1.0,0.11081560283687944
1637652615,1637652690,0,1.0,0.03892262182780632
814156,1638732728,0,0.0,0.0
814156,814157,0,1.0,0.016619854077681198
814156,1637652611,0,0.0,0.0
1638732728,1638732744,0,0.0,0.0
1638732728,1638732748,0,0.0,0.0
814157,814156,0,1.0,0.016619854077681198
814157,1637652706,0,1.0,0.021294265454313153
814157,814225,0,2.0,0.05884602936416865
1637652611,1637789882,0,0.0,0.0
1637652611,814156,0,0.0,0.0
1637652611,1637652649,0,1.0,0.014944332361951732
1637652706,1637652638,0,1.0,0.0368582064796727
1637652706,814179,0,2.0,0.05604595768530194
814225,814157,0,2.0,0.05884602936416865
814225,814226,0,2.0,0.028779048852435426
814225,814158,0,2.0,0.0536034949478706
814158,1062975398,0,2.0,0.108991825613079
814158,814225,0,2.0,0.0536034949478706
1062975398,814158,0,2.0,0.108991825613079
1062975398,455622544,0,3.0,0.04651884013025276
814159,1639673641,0,0.0,0.0
814159,11545658246,0,0.0,0.0
1639673641,1639749703,0,0.0,0.0
1639673641,1639673529,0,0.0,0.0
11545658246,2478194744,0,0.0,0.0
11545658246,814160,0,0.0,0.0
814160,7489412553,0,0.0,0.0
814160,1640290678,0,0.0,0.0
7489412553,2478194744,0,0.0,0.0
1640290678,1640290693,0,0.0,0.0
1640290678,1640292551,0,0.0,0.0
814161,1639653277,0,0.0,0.0
814161,26630871,0,0.0,0.0
1639653277,1639022134,0,0.0,0.0
1639653277,1639653257,0,0.0,0.0
26630871,833414479,0,0.0,0.0
26630871,814162,0,0.0,0.0
814162,26630872,0,0.0,0.0
26630872,833414477,0,0.0,0.0
26630872,793086,0,0.0,0.0
814163,1639760235,0,0.0,0.0
814163,7489412554,0,0.0,0.0
814163,1640315869,0,0.0,0.0
1639760235,833401328,0,0.0,0.0
1639760235,814163,0,0.0,0.0
1639760235,1640315848,0,0.0,0.0
7489412554,814163,0,0.0,0.0
7489412554,833414470,0,0.0,0.0
1640315869,814159,0,0.0,0.0
1640315869,1640315844,0,0.0,0.0
814164,1640319825,0,0.0,0.0
814164,1639760315,0,0.0,0.0
814164,7489412555,0,0.0,0.0
1640319825,814164,0,0.0,0.0
1640319825,1639954569,0,0.0,0.0
1640319825,1640319818,0,0.0,0.0
1639760315,1640315870,0,0.0,0.0
1639760315,814163,0,0.0,0.0
7489412555,833414481,0,7.0,0.06847238117596424
814165,8097317,0,18.0,0.3891891891891892
8097317,833414481,0,7.0,0.6218905472636815
8097317,814164,0,6.0,0.06166875655230537
814166,814165,0,26.0,0.33812781231305433
814166,8563517,0,10.0,0.4637358560563903
8563517,11038633547,0,5.0,0.600168047053175
8563517,3514270593,0,5.0,0.09940160235382994
8563517,9837863206,0,8.0,0.6238303181534622
8563517,814166,0,10.0,0.4637358560563903
814179,1637686717,0,3.0,0.22701475595913734
814179,1637825137,0,2.0,0.04438329412809019
1637686717,814182,0,2.0,0.0341816068773393
1637686717,814179,0,3.0,0.22701475595913734
1637825137,814179,0,2.0,0.04438329412809019
1637825137,1637652641,0,1.0,0.05977286312014345
1637825137,1637825138,0,1.0,0.035686246520590964
814180,1637652698,0,0.0,0.0
814180,1637652641,0,0.0,0.0
814180,814204,0,0.0,0.0
1637652698,1637820553,0,1.0,0.03227993156654508
1637652698,814180,0,0.0,0.0
1637652698,1637652628,0,1.0,0.0346812790455712
1637652641,1637825137,0,1.0,0.05977286312014345
1637652641,814180,0,0.0,0.0
1637652641,1637652647,0,1.0,0.033515433857291284
814204,1637832272,0,1.0,0.018960580952200375
814204,814180,0,0.0,0.0
814204,814181,0,0.0,0.0
814181,1637832311,0,0.0,0.0
814181,316124186,0,2.0,0.019710453438981364
814181,814204,0,0.0,0.0
1637832311,1637781889,0,1.0,0.01864662775737008
1637832311,814181,0,0.0,0.0
1637832311,1637832274,0,0.0,0.0
316124186,814181,0,2.0,0.019710453438981364
814182,1637686708,0,1.0,0.5714285714285714
814182,1637686717,0,2.0,0.0341816068773393
814182,814158,0,3.0,0.03535484479223136
1637686708,1637686725,0,3.0,0.047282069063342216
1637686708,814182,0,1.0,0.5714285714285714
1637686708,1637686732,0,2.0,0.03770739064856712
814184,814186,0,2.0,0.011855575380712165
814184,7235721,0,2.0,0.014557418096326435
814184,814308,0,0.0,0.0
814186,1637832272,0,2.0,0.043457476858893576
814186,1637686756,0,3.0,0.19297568506368198
814186,814187,0,3.0,0.06812453164384494
7235721,1637626121,0,0.0,0.0
7235721,1637594579,0,0.0,0.0
7235721,814184,0,2.0,0.014557418096326435
814308,814309,0,0.0,0.0
814308,1637575413,0,0.0,0.0
814308,814184,0,0.0,0.0
1637832272,814186,0,2.0,0.043457476858893576
1637832272,814204,0,1.0,0.018960580952200375
1637832272,1637832307,0,1.0,0.047136460051850106
1637686756,1637686717,0,3.0,0.06274837900020916
1637686756,1637686732,0,3.0,0.06194251734390485
814187,1637448529,0,2.0,0.03891807744697412
814187,1637448400,0,2.0,0.01764384141715334
814187,814186,0,3.0,0.06812453164384495
1637448529,1637686721,0,0.0,0.0
1637448529,1637448493,0,0.0,0.0
1637448400,814308,0,0.0,0.0
1637448400,1637448507,0,0.0,0.0
814188,1637804853,0,1.0,0.3081664098613251
814188,1637804866,0,1.0,0.07747133560582585
1637804853,412352937,0,1.0,0.03300221114814693
1637804853,814188,0,1.0,0.3081664098613251
1637804853,1637804871,0,1.0,0.056220835441614665
1637804866,814188,0,1.0,0.07747133560582585
1637804866,1637804877,0,0.0,0.0
1637804866,1637448526,0,0.0,0.0
1638785866,1638794524,0,1.0,0.09800078400627205
1638785866,814189,0,2.0,0.03312519668085529
1638785866,1638785887,0,1.0,0.029495914815798014
1638833019,1638794569,0,3.0,0.13006720138738348
1638833019,1640322919,0,3.0,0.07203572972194208
814190,1638812427,0,2.0,0.11016248967226659
814190,1640351541,0,3.0,0.042509777248767214
1638812427,1638812459,0,16.0,0.5485087418580734
1638812427,1638812534,0,2.0,0.04039343202795226
1640351541,1640351535,0,2.0,0.25265285497726125
1640351541,1640351532,0,3.0,0.1697024550288494
1640351541,814190,0,3.0,0.042509777248767214
814191,5327911520,0,1.0,0.12951690195570523
814191,1638829071,0,1.0,0.43459365493263796
814191,1639760265,0,1.0,0.025160397534281044
5327911520,1638829120,0,1.0,0.10011012113324656
5327911520,814191,0,1.0,0.12951690195570523
5327911520,5327912221,0,1.0,0.05610098176718093
1638829071,814191,0,1.0,0.43459365493263796
1638829071,1638848011,0,1.0,0.03333777837044939
1638829071,1638829118,0,1.0,0.01792821542543655
1639760265,1640328752,0,1.0,0.010536630596267926
1639760265,1639749795,0,1.0,0.04914487910359741
814193,7320544784,0,0.0,0.0
814193,1639673528,0,0.0,0.0
814193,814221,0,2.0,0.019585377557115858
7320544784,814193,0,0.0,0.0
7320544784,1639641033,0,1.0,0.02822148219224474
7320544784,7320545785,0,0.0,0.0
1639673528,1639641019,0,0.0,0.0
1639673528,1639673580,0,0.0,0.0
814221,1638829120,0,0.0,0.0
814221,814193,0,2.0,0.019585377557115858
814197,1639954569,0,1.0,0.010187760424625854
814197,1640319827,0,0.0,0.0
1639954569,814197,0,1.0,0.010187760424625856
1639954569,1640319825,0,0.0,0.0
1639954569,1639954565,0,0.0,0.0
1640319827,1638812570,0,0.0,0.0
1640319827,1640319834,0,0.0,0.0
814200,1640196405,0,1.0,0.04061573453555908
814200,1638732732,0,1.0,0.03327897766980598
814200,814201,0,3.0,0.03998933617701946
814200,1640196404,0,0.0,0.0
1640196405,1638392872,0,1.0,0.18702075930428277
1640196405,1640196406,0,1.0,0.04595377050687009
1638732732,1638732724,0,1.0,0.0617017338187203
1638732732,1638732725,0,1.0,0.03398239711829273
814201,1639641048,0,2.0,0.043971506463811455
814201,814200,0,3.0,0.03998933617701946
1640196404,1638392942,0,0.0,0.0
1640196404,814200,0,0.0,0.0
1640196404,1640196407,0,0.0,0.0
1639641048,814202,0,1.0,0.11066843736166446
1639641048,814201,0,2.0,0.043971506463811455
1639641048,1639641135,0,1.0,0.026757284670751613
814202,1639641048,0,1.0,0.11066843736166446
814202,1638762678,0,1.0,0.05027904872039821
814202,814203,0,1.0,0.01601665732361656
1638762678,814157,0,1.0,0.009726207265476827
1638762678,1638762675,0,1.0,0.012935104580320532
814203,814202,0,1.0,0.01601665732361656
814203,814226,0,3.0,0.032823834480344
814203,1640310458,0,0.0,0.0
814226,814158,0,2.0,0.07021978793624044
814226,814225,0,2.0,0.028779048852435426
1640310458,1639641301,0,1.0,0.06153088850603003
1640310458,814203,0,0.0,0.0
1640310458,1640310440,0,1.0,0.04698144233027954
1637820548,1637820555,0,1.0,0.07886435331230283
1637820548,814208,0,1.0,0.025412960609911054
1637820548,1637820520,0,2.0,0.04871988502107135
814210,5253847764,0,2.0,0.05670380766068441
814210,814211,0,1.0,0.015261350629530712
814210,1637800880,0,1.0,0.03273429572162755
5253847764,814210,0,2.0,0.05670380766068441
5253847764,10121521883,0,2.0,0.4343105320304017
5253847764,1637825135,0,3.0,0.11977482333213559
814211,1637794425,0,0.0,0.0
814211,705268,0,0.0,0.0
814211,814210,0,1.0,0.015261350629530712
814211,814227,0,0.0,0.0
1637800880,4888469885,0,1.0,0.1312163758037003
1637800880,814210,0,1.0,0.03273429572162755
1637800880,1637800876,0,1.0,0.036153289949385395
1637794425,814211,0,0.0,0.0
1637794425,1637794427,0,0.0,0.0
1637794425,1637794403,0,0.0,0.0
814227,455622544,0,0.0,0.0
814227,1062975398,0,2.0,0.01807697174569316
814227,814211,0,0.0,0.0
1638829120,5327911520,0,1.0,0.10011012113324656
1638829120,814221,0,0.0,0.0
1638829120,1638829048,0,1.0,0.018246510354894628
814223,1640310445,0,0.0,0.0
814223,455622543,0,1.0,0.013497644661006657
1640310445,1640310493,0,0.0,0.0
1640310445,814203,0,0.0,0.0
455622543,455622544,0,1.0,0.03341129301703976
455622543,1638768851,0,1.0,0.0525955924893494
455622544,455622543,0,1.0,0.03341129301703976
455622544,814227,0,0.0,0.0
455622544,1062975398,0,3.0,0.04651884013025276
814306,1637600158,0,0.0,0.0
814306,8534591,0,1.0,0.024602666929095112
814306,1637575413,0,0.0,0.0
1637600158,7235707,0,0.0,0.0
1637600158,814306,0,0.0,0.0
1637600158,1637600168,0,0.0,0.0
8534591,814306,0,1.0,0.024602666929095112
8534591,504013838,0,3.0,0.10933741526350317
8534591,1637811034,0,1.0,0.021355657113569383
1637575413,814308,0,0.0,0.0
1637575413,814306,0,0.0,0.0
1637575413,1637575437,0,0.0,0.0
814309,1636974789,0,0.0,0.0
814309,814184,0,0.0,0.0
1636974789,1636974828,0,0.0,0.0
1636974789,814309,0,0.0,0.0
1636974789,7235703,0,0.0,0.0
1636197153,1636197155,0,0.0,0.0
1636197153,814326,0,0.0,0.0
1636197153,1636197162,0,0.0,0.0
7235745,814327,0,1.0,0.007572372954512756
7235745,1635106722,0,0.0,0.0
7235745,1635106714,0,0.0,0.0
7235745,1635093978,0,0.0,0.0
843577,7489468384,0,0.0,0.0
843577,1624963037,0,0.0,0.0
843577,10779074,0,0.0,0.0
7489468384,843577,0,0.0,0.0
7489468384,1626917372,0,0.0,0.0
1624963037,843577,0,0.0,0.0
1624963037,1624963010,0,0.0,0.0
1624963037,843587,0,0.0,0.0
843579,5257844077,0,0.0,0.0
843579,5257844076,0,0.0,0.0
843579,1624987832,0,0.0,0.0
5257844077,5257844078,0,0.0,0.0
5257844077,1624990567,0,0.0,0.0
5257844076,5257844081,0,0.0,0.0
5257844076,843579,0,0.0,0.0
1624987832,4184934477,0,0.0,0.0
1624987832,843579,0,0.0,0.0
1624987832,1624987834,0,0.0,0.0
843582,706670512,0,0.0,0.0
843582,1624383893,0,0.0,0.0
706670512,843582,0,0.0,0.0
1624383893,1624384042,0,0.0,0.0
1624383893,843599,0,0.0,0.0
843584,1624239678,0,0.0,0.0
843584,4184934475,0,0.0,0.0
1624239678,843584,0,0.0,0.0
1624239678,1624239672,0,0.0,0.0
1624239678,1624239699,0,0.0,0.0
4184934475,1624365786,0,0.0,0.0
4184934475,843584,0,0.0,0.0
4184934475,1625123046,0,0.0,0.0
843586,843594,0,0.0,0.0
843586,1624998481,0,0.0,0.0
843594,843586,0,0.0,0.0
843594,621954420,0,1.0,0.12087513598452798
843594,843592,0,1.0,0.07645844483523206
1624998481,4184934476,0,0.0,0.0
1624998481,1624998442,0,0.0,0.0
843587,1624963835,0,0.0,0.0
843587,843590,0,0.0,0.0
843587,1624963037,0,0.0,0.0
1624963835,1624998451,0,0.0,0.0
1624963835,1624969157,0,0.0,0.0
843590,1624424190,0,0.0,0.0
843590,843591,0,0.0,0.0
843590,843587,0,0.0,0.0
1624424190,843588,0,0.0,0.0
1624424190,1624424189,0,0.0,0.0
1624424190,843590,0,0.0,0.0
1624939713,1624948466,0,0.0,0.0
1624939713,843588,0,0.0,0.0
1624939713,1624950454,0,0.0,0.0
843591,1055353049,0,1.0,0.01077621043783743
843591,843592,0,1.0,0.012943140782542292
843591,843590,0,0.0,0.0
1055353049,1624444321,0,0.0,0.0
1055353049,843591,0,1.0,0.01077621043783743
1055353049,1055353055,0,0.0,0.0
843592,843591,0,1.0,0.012943140782542292
843592,8324728333,0,1.0,0.05011275369581559
843592,843594,0,1.0,0.07645844483523205
8324728333,843592,0,1.0,0.05011275369581559
8324728333,621954420,0,1.0,0.10906314756243865
8324728333,8324728331,0,1.0,0.07218131947452
621954420,843594,0,1.0,0.12087513598452798
621954420,8324728333,0,1.0,0.10906314756243865
621954420,8324728328,0,1.0,0.09515653249595585
843599,843601,0,0.0,0.0
843601,843602,0,0.0,0.0
843602,1625181876,0,0.0,0.0
843602,1624383996,0,0.0,0.0
1625181876,1624415430,0,0.0,0.0
1625181876,1625181868,0,0.0,0.0
1624383996,1624383920,0,0.0,0.0
1624383996,843599,0,0.0,0.0
843607,1620331171,0,0.0,0.0
843607,1331462678,0,0.0,0.0
843607,257936322,0,6.0,0.028912318575200942
1620331171,1624365784,0,0.0,0.0
1620331171,843607,0,0.0,0.0
1620331171,1620331196,0,0.0,0.0
1331462678,1331462683,0,0.0,0.0
1331462678,1331462669,0,0.0,0.0
1331462678,843607,0,0.0,0.0
257936322,257936324,0,20.0,0.21404567734754595
257936322,843607,0,6.0,0.028912318575200942
257936322,7791378,0,6.0,0.08823788934968675
1625179528,1634175743,0,0.0,0.0
1625179528,844681,0,0.0,0.0
1625179528,1625179525,0,0.0,0.0
1055748,1064473473,0,2.0,0.01797882094892217
1055748,1064473511,0,1.0,0.02562328644271914
