u,v,key,birds,birds_per_m
118848,9712365647,0,6.0,0.9395552771688067
9821947420,9821947421,0,6.0,0.9125475285171103
9821947420,4927543936,0,37.0,0.09190103500435909
9712365647,118854,0,6.0,0.8972633467922835
9712365647,411806240,0,6.0,0.533997864008544
118854,411806235,0,6.0,0.6599934000659994
118854,566129941,0,8.0,0.1541901164135379
411806235,411806240,0,6.0,0.45551169146674764
566129941,9821947430,0,5.0,1.7743080198722498
566129941,566129947,0,5.0,0.9769441187964047
566129941,9658154682,0,5.0,0.1613996578327254
118866,3379557973,0,15.0,0.2157497303128371
118866,11047105430,0,12.0,0.30425963488843816
3379557973,618819473,0,11.0,0.2706892733223417
3379557973,8441650297,0,6.0,0.11536243030186502
11047105430,11047105434,0,1.0,0.05730659025787966
11047105430,11047105431,0,1.0,0.0973141300116777
11047105430,118866,0,12.0,0.30425963488843816
118868,8657032180,0,0.0,0.0
118868,606927508,0,0.0,0.0
118868,8893397597,0,0.0,0.0
118868,8657032176,0,0.0,0.0
8657032180,318308896,0,0.0,0.0
8657032180,11047105444,0,0.0,0.0
8657032180,118868,0,0.0,0.0
606927508,619149351,0,0.0,0.0
606927508,118868,0,0.0,0.0
606927508,618600671,0,0.0,0.0
606927508,619178356,0,0.0,0.0
8893397597,247737948,0,1.0,0.01023530977165024
8893397597,118868,0,0.0,0.0
8893397597,8893444772,0,0.0,0.0
8657032176,8657032183,0,0.0,0.0
8657032176,118868,0,0.0,0.0
8657032176,8657032187,0,0.0,0.0
118869,1801254752,0,0.0,0.0
118869,3605584142,0,0.0,0.0
1801254752,9893481623,0,0.0,0.0
1801254752,9893481702,0,0.0,0.0
3605584142,1801254737,0,0.0,0.0
3605584142,1801254748,0,0.0,0.0
118872,10043392923,0,0.0,0.0
118872,1729562471,0,1.0,0.010689013831583898
10043392923,1619530781,0,1.0,0.009951635053639312
10043392923,118872,0,0.0,0.0
10043392923,10043392918,0,1.0,0.008775008775008775
1729562471,1729562492,0,1.0,0.11913271384322134
1729562471,1619530805,0,1.0,0.012485797405451301
125401,782419343,0,0.0,0.0
125401,257790049,0,1.0,0.0043843111808703735
125401,527857404,0,0.0,0.0
782419343,125401,0,0.0,0.0
782419343,278784566,0,0.0,0.0
257790049,8089417,0,0.0,0.0
257790049,8089406,0,1.0,0.0039970901183938095
257790049,125401,0,1.0,0.0043843111808703735
527857404,6545701365,0,0.0,0.0
527857404,3377116523,0,0.0,0.0
125404,8491663724,0,0.0,0.0
8491663724,6503269,0,0.0,0.0
8491663724,10186215515,0,0.0,0.0
125408,9197599042,0,0.0,0.0
125408,9197599046,0,0.0,0.0
9197599042,706815,0,1.0,0.019340863376141115
9197599042,9197599046,0,0.0,0.0
9197599046,3763446865,0,0.0,0.0
9197599046,125408,0,0.0,0.0
9197599046,9197599042,0,0.0,0.0
125409,20919946,0,0.0,0.0
20919946,125408,0,0.0,0.0
20919946,20919945,0,0.0,0.0
125422,9962415716,0,2.0,0.022494910526493384
125422,9962452617,0,2.0,0.022126586199648187
9962415716,4929108074,0,2.0,0.22459292532285235
9962452617,4929108081,0,1.0,0.15812776723592664
9962452617,9962415716,0,1.0,0.1172607879924953
125423,5194778938,0,0.0,0.0
125423,6465638890,0,2.0,0.0019258341991562921
6465638890,6465638889,0,0.0,0.0
6465638890,6465638888,0,0.0,0.0
125427,1578270263,0,0.0,0.0
125427,2119637700,0,0.0,0.0
125427,20927562,0,0.0,0.0
1578270263,1578270274,0,0.0,0.0
1578270263,125427,0,0.0,0.0
1578270263,20929952,0,0.0,0.0
2119637700,2119637698,0,0.0,0.0
2119637700,1673549468,0,0.0,0.0
2119637700,1673549470,0,0.0,0.0
20927562,4646072565,0,0.0,0.0
20927562,125427,0,0.0,0.0
20927562,5009890638,0,0.0,0.0
125429,716767714,0,0.0,0.0
125429,3790821714,0,0.0,0.0
125429,3790821714,1,0.0,0.0
716767714,7570731036,0,0.0,0.0
716767714,7570731041,0,0.0,0.0
3790821714,26013970,0,0.0,0.0
125437,4519617500,0,3.0,0.3052503052503053
125437,7416620553,0,3.0,0.09932130441979804
4519617500,125437,0,3.0,0.3052503052503053
4519617500,4462423422,0,3.0,0.07155293724807403
4519617500,1394741617,0,4.0,0.053536773071003144
7416620553,4546353954,0,3.0,0.26504108136761195
7416620553,458733438,0,2.0,0.0971628449280995
125439,3634600838,0,0.0,0.0
125439,1585537124,0,1.0,0.026750127063103552
125439,1054587374,0,0.0,0.0
3634600838,125439,0,0.0,0.0
3634600838,1418947936,0,0.0,0.0
3634600838,3634600840,0,0.0,0.0
1585537124,26490999,0,1.0,0.08804366966015142
1585537124,1585537156,0,1.0,0.008306613725848521
1585537124,125439,0,1.0,0.026750127063103552
1054587374,1054587426,0,1.0,0.003346518616683064
1054587374,26490991,0,1.0,0.014778033930365904
125442,3835639402,0,0.0,0.0
125442,26237008,0,0.0,0.0
125442,8483834545,0,0.0,0.0
3835639402,125442,0,0.0,0.0
3835639402,20839566,0,0.0,0.0
3835639402,3835639366,0,0.0,0.0
26237008,1411317213,0,0.0,0.0
26237008,3835639495,0,0.0,0.0
8483834545,8483834544,0,0.0,0.0
8483834545,26237009,0,0.0,0.0
8483834545,125442,0,0.0,0.0
125444,4519617474,0,0.0,0.0
125444,8091690,0,0.0,0.0
125444,4519617475,0,0.0,0.0
4519617474,125444,0,0.0,0.0
4519617474,8108162988,0,1.0,0.02071980606261525
4519617474,3194407761,0,0.0,0.0
8091690,5340564444,0,0.0,0.0
8091690,26489349,0,0.0,0.0
4519617475,1704109234,0,0.0,0.0
125448,664688352,0,0.0,0.0
125448,299587330,0,0.0,0.0
664688352,1399432752,0,0.0,0.0
664688352,279151074,0,1.0,0.011296754442448684
299587330,2583448442,0,0.0,0.0
299587330,8078521,0,2.0,0.013289566361449626
125453,1472966286,0,0.0,0.0
125453,3625328672,0,0.0,0.0
125453,3180508467,0,0.0,0.0
1472966286,125453,0,0.0,0.0
1472966286,10776420,0,2.0,0.03069603253779449
1472966286,1472966176,0,0.0,0.0
3625328672,3625328671,0,0.0,0.0
3625328672,125453,0,0.0,0.0
3625328672,3625328670,0,1.0,0.050612410162971966
3180508467,3180508464,0,0.0,0.0
3180508467,72956501,0,0.0,0.0
125457,3910340724,0,0.0,0.0
125457,1607352156,0,0.0,0.0
3910340724,7952259364,0,0.0,0.0
3910340724,279376543,0,0.0,0.0
1607352156,271649658,0,0.0,0.0
1607352156,6167117698,0,1.0,0.017761358388689565
125460,278332790,0,0.0,0.0
125460,278332427,0,0.0,0.0
278332790,278332791,0,0.0,0.0
278332790,278331768,0,0.0,0.0
278332790,125460,0,0.0,0.0
278332790,278332431,0,0.0,0.0
278332427,249639208,0,0.0,0.0
278332427,278332791,0,0.0,0.0
375465,298538850,0,1.0,0.04428501837828263
375465,3676767770,0,1.0,0.08032128514056225
298538850,375465,0,1.0,0.04428501837828263
298538850,5680294242,0,4.0,0.1195064384093693
298538850,298548426,0,1.0,0.009596652687542584
3676767770,5680294246,0,1.0,0.08471704506946798
3676767770,375465,0,1.0,0.08032128514056225
3676767770,5490694557,0,3.0,0.04484774191619452
375466,2687461340,0,2.0,0.13708019191226867
375466,3676767774,0,1.0,0.04246645150331239
2687461340,3676767757,0,1.0,0.06956037840845855
2687461340,3676767767,0,3.0,0.11717834544176234
3676767774,8226667,0,0.0,0.0
375471,298530862,0,0.0,0.0
375471,7646343,0,0.0,0.0
375471,375477,0,0.0,0.0
298530862,375471,0,0.0,0.0
298530862,1637594581,0,1.0,0.02789400278940028
298530862,1636228102,0,0.0,0.0
7646343,7646341,0,0.0,0.0
7646343,375471,0,0.0,0.0
7646343,7456811606,0,0.0,0.0
7646343,8120060,0,1.0,0.012806228949761163
375477,4538130321,0,0.0,0.0
375477,706730052,0,0.0,0.0
375477,24972347,0,0.0,0.0
375473,277055380,0,0.0,0.0
375473,4538130315,0,0.0,0.0
375473,7646327,0,0.0,0.0
277055380,375473,0,0.0,0.0
277055380,1635698752,0,1.0,0.021710340635244567
277055380,1636236549,0,1.0,0.02303033094585569
4538130315,7646338,0,1.0,0.00517017635471546
4538130315,375473,0,0.0,0.0
4538130315,4538130313,0,0.0,0.0
7646327,8223460,0,0.0,0.0
7646327,7646332,0,0.0,0.0
4538130321,375477,0,0.0,0.0
4538130321,4538130313,0,0.0,0.0
4538130321,7646341,0,0.0,0.0
706730052,24972347,0,0.0,0.0
24972347,375473,0,0.0,0.0
576709,20908369,0,3.0,0.007853094773765428
576709,1783390939,0,1.0,0.009449741549568619
576709,292486705,0,1.0,0.014563036101766496
576709,8579330032,0,1.0,0.030569821472242607
20908369,20908370,0,2.0,0.027191646726125732
20908369,20908378,0,0.0,0.0
20908369,20908372,0,0.0,0.0
20908369,576709,0,3.0,0.007853094773765428
1783390939,20908382,0,0.0,0.0
1783390939,292485555,0,0.0,0.0
1783390939,576709,0,1.0,0.009449741549568619
292486705,292487120,0,1.0,0.012091898428053204
292486705,20908366,0,1.0,0.014268591975343872
292486705,576709,0,1.0,0.014563036101766496
8579330032,18011399,0,2.0,0.0439802089059923
8579330032,576709,0,1.0,0.030569821472242607
8579330032,8579330034,0,1.0,0.040530134154744046
576713,3338571877,0,2.0,0.02637548135253468
576713,576717,0,7.0,0.023298540845670467
576713,1618849616,0,2.0,0.018294579316148626
576713,1557110196,0,2.0,0.02328342918345014
3338571877,3339256310,0,0.0,0.0
3338571877,576713,0,2.0,0.02637548135253468
3338571877,3338571874,0,1.0,0.004056893879769893
576717,275620072,0,0.0,0.0
576717,1468109621,0,3.0,0.04406904149834741
576717,1468090629,0,1.0,0.008228894941698279
576717,576713,0,7.0,0.023298540845670467
1618849616,275615788,0,0.0,0.0
1618849616,275595911,0,0.0,0.0
1618849616,576713,0,2.0,0.018294579316148626
1557110196,1614362080,0,1.0,0.0175923156765125
1557110196,576713,0,2.0,0.02328342918345014
1557110196,275595911,0,1.0,0.010198254058905114
275620072,94014490,0,1.0,0.01431372829680947
275620072,576717,0,0.0,0.0
275620072,7031742422,0,2.0,0.01714604140769
1468109621,1468109635,0,2.0,0.1105460977227504
1468109621,8911866647,0,2.0,0.06948304613674264
1468109621,576717,0,3.0,0.04406904149834741
1468090629,1468090777,0,1.0,0.032047173439302655
1468090629,576717,0,1.0,0.008228894941698279
1468090629,310478399,0,1.0,0.01177648236471766
576722,307305949,0,0.0,0.0
576722,4279694303,0,0.0,0.0
576722,9229258314,0,0.0,0.0
307305949,10975159553,0,0.0,0.0
307305949,576722,0,0.0,0.0
307305949,10975159558,0,0.0,0.0
4279694303,4279694304,0,0.0,0.0
4279694303,412406841,0,1.0,0.041437036423155015
4279694303,1242123669,0,2.0,0.02104820037886761
9229258314,20908383,0,0.0,0.0
9229258314,576722,0,0.0,0.0
9229258314,9229258306,0,0.0,0.0
576724,295133661,0,2.0,0.14582573824279985
576724,8121560,0,2.0,0.10578652279699567
295133661,10939343,0,2.0,0.032012292720404636
295133661,576724,0,2.0,0.14582573824279985
295133661,4459313617,0,4.0,0.10214504596527069
8121560,8121562,0,2.0,0.029157069131410914
8121560,576724,0,2.0,0.10578652279699567
8121560,576725,0,2.0,0.02259223279036667
576725,282678754,0,0.0,0.0
576725,8121561,0,1.0,0.015967298971705946
576725,8121560,0,2.0,0.02259223279036667
576725,10939341,0,0.0,0.0
282678754,576725,0,0.0,0.0
282678754,576726,0,0.0,0.0
8121561,8121562,0,1.0,0.011187559433909491
8121561,576725,0,1.0,0.015967298971705946
8121561,8121564,0,2.0,0.03290501966074924
10939341,2856459545,0,0.0,0.0
10939341,2856459544,0,0.0,0.0
10939341,576725,0,0.0,0.0
576726,10939348,0,0.0,0.0
576726,18165915,0,0.0,0.0
576726,10939966,0,0.0,0.0
576726,2207118688,0,0.0,0.0
10939348,576726,0,0.0,0.0
10939348,1042960646,0,0.0,0.0
10939348,1042960670,0,0.0,0.0
10939348,279248183,0,0.0,0.0
18165915,18165914,0,0.0,0.0
18165915,4988131384,0,0.0,0.0
18165915,576726,0,0.0,0.0
18165915,792846,0,1.0,0.006938902959442113
10939966,1042960670,0,0.0,0.0
10939966,282678754,0,0.0,0.0
2207118688,2207118710,0,0.0,0.0
2207118688,576726,0,0.0,0.0
2207118688,4305565630,0,0.0,0.0
576734,1612882316,0,6.0,0.18652076597861228
576734,1615407653,0,6.0,0.06476753850969894
576734,282822735,0,6.0,0.10117702606994707
576734,982458401,0,6.0,0.12996014555536303
1612882316,1603689732,0,6.0,5.469462169553327
1612882316,576734,0,6.0,0.18652076597861228
1612882316,1612882307,0,6.0,0.1603720631865929
1615407653,281882807,0,0.0,0.0
1615407653,576734,0,6.0,0.06476753850969894
1615407653,1603592581,0,0.0,0.0
282822735,1612882308,0,2.0,0.06353240152477764
282822735,576734,0,6.0,0.10117702606994707
282822735,8088739,0,3.0,0.014986811605786908
982458401,929287662,0,1.0,0.007023951675212474
982458401,576734,0,6.0,0.12996014555536303
982458401,1594268651,0,2.0,0.05821568912822005
576735,11758063372,0,6.0,0.8395130824122009
576735,2955858500,0,7.0,0.08918333545674607
11758063372,282823010,0,7.0,0.1300752578277432
11758063372,11758063373,0,6.0,0.8174386920980926
2955858500,478803323,0,1.0,0.14146272457207526
2955858500,924629535,0,1.0,0.025783828382838284
2955858500,3491918306,0,4.0,0.07806553601748668
576736,1669909328,0,5.0,0.7254788160185722
576736,5487907081,0,5.0,0.07266491302009911
576736,1669909330,0,5.0,0.12156281150470448
1669909328,576736,0,5.0,0.7254788160185722
1669909328,1669909334,0,5.0,0.0606236965905233
5487907081,5487907082,0,0.0,0.0
5487907081,576736,0,5.0,0.07266491302009911
5487907081,6932763843,0,0.0,0.0
1669909330,3491918306,0,4.0,0.5867683731846853
1669909330,478803323,0,4.0,0.07900142202559646
576738,7912651546,0,34.0,8.072174738841406
576738,6401674428,0,37.0,6.806475349521707
576738,69387038,0,48.0,0.4049812696162802
7912651546,576738,0,34.0,8.072174738841406
7912651546,1003079991,0,33.0,0.6521610244856821
7912651546,9490964164,0,42.0,0.24248862612872682
6401674428,20908426,0,46.0,3.964833649370798
6401674428,576738,0,37.0,6.806475349521707
6401674428,4420575153,0,47.0,0.235521680522357
69387038,1572607318,0,14.0,0.286409852498926
69387038,9714339640,0,10.0,0.8334027835652971
69387038,576738,0,48.0,0.4049812696162802
576742,299395719,0,3.0,0.20888455646845844
576742,576743,0,2.0,0.15098897780462028
299395719,576742,0,3.0,0.20888455646845844
299395719,299395725,0,7.0,0.11199283245872266
299395719,286651240,0,8.0,0.04467626461751534
576743,11542730710,0,3.0,0.07549638875607116
576743,69392266,0,2.0,0.07550588945937782
11542730710,576743,0,3.0,0.07549638875607116
11542730710,4535101807,0,2.0,0.07392622163081246
11542730710,1650921341,0,3.0,0.036248081872334255
69392266,9714335995,0,2.0,0.11727453969743169
69392266,69391484,0,2.0,0.10182780917468562
576746,286651221,0,3.0,0.5952380952380952
286651221,1650917142,0,3.0,0.020471387823618525
286651221,283205047,0,3.0,0.5017561465127948
576748,69385268,0,3.0,0.023829192349240642
576748,1669421647,0,3.0,0.3800354699771979
69385268,1669421663,0,0.0,0.0
69385268,5908102727,0,0.0,0.0
1669421647,11869325957,0,2.0,0.2679169457468185
576749,5908102725,0,1.0,0.03266372693124286
576749,1669421670,0,1.0,0.09688983625617673
576749,20908432,0,2.0,0.040481732618156054
5908102725,576749,0,1.0,0.03266372693124286
5908102725,5908102726,0,0.0,0.0
5908102725,1650656572,0,0.0,0.0
1669421670,576749,0,1.0,0.09688983625617673
1669421670,1669421663,0,1.0,0.012019953122182825
20908432,1669421671,0,1.0,0.10251153254741158
20908432,20908431,0,1.0,0.005638377049550057
20908432,1613518676,0,3.0,0.023218556270171123
576751,1668958507,0,12.0,1.8870891649630446
576751,8088736,0,12.0,0.1450554232596371
1668958507,1669421666,0,12.0,1.5580368735393404
1668958507,1612822866,0,13.0,0.22066062396034897
8088736,23697828,0,0.0,0.0
576752,20908410,0,1.0,0.011172060910076081
576752,1668938696,0,0.0,0.0
576752,11056224,0,0.0,0.0
20908410,20908409,0,2.0,0.019210450485063875
20908410,20908405,0,1.0,0.016228760609552247
1668938696,2051919417,0,0.0,0.0
1668938696,1668938712,0,0.0,0.0
1668938696,454565319,0,0.0,0.0
11056224,576752,0,0.0,0.0
11056224,576753,0,0.0,0.0
11056224,1669421665,0,1.0,0.018464833724172316
576753,1611436357,0,0.0,0.0
576753,8088738,0,1.0,0.013132838663077025
576753,11056224,0,0.0,0.0
1611436357,1611426344,0,0.0,0.0
1611436357,576753,0,0.0,0.0
1611436357,1611435403,0,0.0,0.0
8088738,1611423273,0,1.0,0.03935148748622698
8088738,576753,0,1.0,0.013132838663077025
8088738,279897584,0,1.0,0.020425253783778262
8088738,20908225,0,1.0,0.015378937007874016
576754,20908226,0,0.0,0.0
576754,6069391565,0,0.0,0.0
576754,20908225,0,0.0,0.0
20908226,1611954911,0,0.0,0.0
20908226,576754,0,0.0,0.0
20908226,1599736582,0,0.0,0.0
6069391565,6069391566,0,0.0,0.0
6069391565,576754,0,0.0,0.0
6069391565,6069391567,0,0.0,0.0
20908225,576754,0,0.0,0.0
20908225,1646156757,0,0.0,0.0
20908225,8088738,0,1.0,0.015378937007874016
576911,4225167458,0,1.0,0.07163836951070994
576911,1365954129,0,1.0,0.03099141537794031
4225167458,4225167455,0,1.0,0.05224114512590116
1365954129,1365954200,0,1.0,0.06633059166887768
1365954129,1365954200,1,1.0,0.011175931513891681
576915,94014530,0,1.0,0.005365209833356583
576915,93028871,0,1.0,0.00819470621978202
94014530,94014531,0,0.0,0.0
94014530,576915,0,1.0,0.005365209833356583
94014530,266530961,0,0.0,0.0
93028871,1064928826,0,0.0,0.0
93028871,94014531,0,0.0,0.0
654732,1696144157,0,7.0,0.14125148818532193
654732,1696144153,0,3.0,0.3148614609571788
654732,1696144154,0,1.0,0.019086154903233194
1696144157,4513737639,0,26.0,0.0982971902126244
1696144157,1696144154,0,6.0,0.07651304547425336
1696144153,654732,0,3.0,0.3148614609571788
1696144153,8951656689,0,3.0,0.04053615825316182
1696144154,654732,0,1.0,0.019086154903233194
1696144154,976512188,0,0.0,0.0
654737,4868490709,0,2.0,0.22665457842248413
654737,4868490711,0,2.0,0.28686173264486514
654737,523637766,0,1.0,0.011481847199577467
4868490709,4868490702,0,2.0,0.20468734008801553
4868490709,4868490711,0,2.0,0.20828993959591752
4868490711,4868490705,0,3.0,0.6999533364442371
4868490711,5970323720,0,2.0,0.35398230088495575
4868490711,4868490706,0,2.0,0.22411474675033619
523637766,4868490696,0,0.0,0.0
523637766,1142637940,0,0.0,0.0
523637766,578983160,0,0.0,0.0
654738,578983064,0,1.0,0.165371258475277
654738,271445953,0,84.0,0.07687471343577804
654738,4868490693,0,7.0,0.06383308560016779
578983064,1142637940,0,0.0,0.0
578983064,654738,0,1.0,0.165371258475277
578983064,3996400290,0,1.0,0.015871756209824617
271445953,654738,0,84.0,0.07687471343577805
271445953,401519782,0,11.0,0.21396615444466058
271445953,266633796,0,39.0,0.14104984484517066
4868490693,4868490705,0,4.0,0.4891769597651951
4868490693,4868490711,0,4.0,0.3978911767631552
4868490693,4868490694,0,4.0,0.1998201618543311
4868490693,2207169748,0,4.0,0.26800670016750416
654739,2584912732,0,0.0,0.0
654739,267030203,0,0.0,0.0
654739,1473298,0,0.0,0.0
654739,2584912750,0,0.0,0.0
2584912732,5001111238,0,0.0,0.0
2584912732,654739,0,0.0,0.0
2584912732,2584912750,0,0.0,0.0
267030203,5001111243,0,0.0,0.0
267030203,654739,0,0.0,0.0
267030203,1210764086,0,0.0,0.0
1473298,9683564990,0,0.0,0.0
1473298,4012217797,0,0.0,0.0
1473298,654739,0,0.0,0.0
2584912750,662891,0,0.0,0.0
2584912750,2584912732,0,0.0,0.0
2584912750,654739,0,0.0,0.0
654740,336470060,0,0.0,0.0
654740,10301065,0,1.0,0.014912241459013705
654740,1473301,0,0.0,0.0
336470060,654740,0,0.0,0.0
336470060,336470055,0,0.0,0.0
336470060,336470064,0,0.0,0.0
10301065,595789753,0,1.0,0.16079755587715067
10301065,654740,0,1.0,0.014912241459013705
10301065,1473295,0,1.0,0.004641534305580053
1473301,336470064,0,0.0,0.0
1473301,654740,0,0.0,0.0
1473301,9683564990,0,0.0,0.0
662891,2584912756,0,0.0,0.0
662891,2584912750,0,0.0,0.0
662891,1473296,0,0.0,0.0
2584912756,662891,0,0.0,0.0
2584912756,8114964602,0,0.0,0.0
2584912756,1473284,0,0.0,0.0
1473296,9683564986,0,0.0,0.0
1473296,11807054327,0,0.0,0.0
1473296,662891,0,0.0,0.0
662892,336470055,0,0.0,0.0
662892,3772034585,0,0.0,0.0
662892,1473299,0,0.0,0.0
336470055,336470060,0,0.0,0.0
336470055,662892,0,0.0,0.0
336470055,336470066,0,0.0,0.0
3772034585,1473295,0,0.0,0.0
3772034585,662892,0,0.0,0.0
3772034585,3772034588,0,0.0,0.0
1473299,9683564986,0,0.0,0.0
1473299,336470066,0,0.0,0.0
1473299,662892,0,0.0,0.0
662895,11056223,0,0.0,0.0
662895,1648243052,0,1.0,0.01934909639719825
11056223,20974556,0,0.0,0.0
11056223,1875640852,0,0.0,0.0
11056223,5980688571,0,1.0,0.005380712298694102
1648243052,10776897,0,1.0,0.06318316800404372
1648243052,2900896791,0,1.0,0.010418077447987749
662902,527803315,0,1.0,0.05147740142077628
662902,20974549,0,1.0,0.08269930532583526
662902,1036140927,0,1.0,0.022661862351848076
527803315,662902,0,1.0,0.05147740142077628
527803315,527803251,0,2.0,0.023500658018424513
527803315,9084807560,0,1.0,0.045413260672116255
20974549,8655907731,0,1.0,0.027259840802529717
20974549,662902,0,1.0,0.08269930532583526
20974549,976512194,0,1.0,0.009013150186121551
1036140927,1248812446,0,2.0,0.04260576882109838
1036140927,1036141003,0,2.0,0.027936472461622272
